Transaction_ID,Date,Client_ID,Account_Number,Transaction_Type,Amount,Currency,Exchange_Rate,Amount_in_USD,Client_Sector,Client_Industry,Region,Country,City,Branch_Code,Transaction_Status,Employee_ID,Employee_Role,Risk_Score,Fraud_Flag,Approval_Status,Settlement_Date,Maturity_Date,Interest_Rate,Collateral_Type,Loan_Type,Purpose
1412,2026-11-12,3965,9477276,Transfer,844149.48,JPY,1.3888,1172354.8,SME,Finance,Asia,Japan,Tokyo,941,Completed,333,Manager,0.444,0,Rejected,2026-11-13,2027-11-12,0.091,None,Short-term,Working Capital
1413,2026-11-13,4643,7961383,Deposit,263145.97,USD,0.5483,144282.94,Retail,Technology,Asia,Brazil,Sao Paulo,164,Pending,436,Director,0.417,0,Rejected,2026-11-14,2027-11-13,0.088,Stocks,Revolving,Business Expansion
1414,2026-11-14,2855,8960339,Payment,422290.9,USD,1.0633,449021.91,Retail,Finance,Asia,Germany,Tokyo,680,Failed,670,Director,0.327,1,Pending,2026-11-15,2027-11-14,0.024,Stocks,Short-term,Debt Refinancing
1415,2026-11-15,2372,3770742,Withdrawal,40882.61,EUR,1.1478,46925.06,Corporate,Finance,Asia,Japan,Tokyo,166,Completed,284,Associate,0.286,1,Approved,2026-11-16,2027-11-15,0.054,Bonds,Short-term,Business Expansion
1416,2026-11-16,4911,3770374,Payment,449629.44,JPY,0.7095,319012.09,Retail,Manufacturing,South America,Brazil,Berlin,532,Completed,537,Analyst,0.882,1,Pending,2026-11-17,2027-11-16,0.053,Bonds,Short-term,Equipment Purchase
1417,2026-11-17,4850,8296405,Withdrawal,578035.47,USD,0.6451,372890.68,SME,Technology,Europe,Brazil,Berlin,149,Failed,655,Associate,0.162,0,Pending,2026-11-18,2027-11-17,0.091,Bonds,Installment,Debt Refinancing
1418,2026-11-18,1872,7846539,Deposit,571336.15,EUR,1.4044,802384.49,SME,Technology,Europe,USA,Berlin,413,Completed,279,Associate,0.181,0,Pending,2026-11-19,2027-11-18,0.01,None,Revolving,Debt Refinancing
1419,2026-11-19,2252,9659522,Withdrawal,333094.27,EUR,1.4688,489248.86,Retail,Technology,Asia,Brazil,Sao Paulo,408,Pending,175,Manager,0.572,1,Rejected,2026-11-20,2027-11-19,0.076,Bonds,Long-term,Business Expansion
1420,2026-11-20,3317,5109803,Payment,316217.65,USD,1.4919,471765.11,SME,Manufacturing,Europe,Brazil,Tokyo,702,Pending,755,Director,0.344,0,Approved,2026-11-21,2027-11-20,0.066,None,Short-term,Working Capital
1421,2026-11-21,2851,6636289,Withdrawal,107517.0,JPY,1.2898,138675.43,Corporate,Manufacturing,Europe,USA,Sao Paulo,214,Failed,712,Associate,0.422,1,Approved,2026-11-22,2027-11-21,0.093,Property,Short-term,Working Capital
1422,2026-11-22,3845,9751063,Deposit,367431.52,GBP,1.1635,427506.57,SME,Manufacturing,South America,USA,Tokyo,985,Completed,992,Manager,0.807,1,Rejected,2026-11-23,2027-11-22,0.051,None,Installment,Debt Refinancing
1423,2026-11-23,2314,2034586,Withdrawal,100395.17,GBP,0.8457,84904.2,Retail,Manufacturing,Asia,Germany,Berlin,668,Completed,371,Analyst,0.904,0,Pending,2026-11-24,2027-11-23,0.069,Bonds,Installment,Debt Refinancing
1424,2026-11-24,1724,7040502,Transfer,766829.35,EUR,0.6714,514849.23,Corporate,Manufacturing,Asia,Brazil,Berlin,441,Pending,154,Associate,0.791,1,Rejected,2026-11-25,2027-11-24,0.098,None,Revolving,Business Expansion
1425,2026-11-25,4236,6547094,Payment,966308.02,GBP,0.579,559492.34,SME,Technology,Europe,Germany,Sao Paulo,629,Failed,800,Director,0.235,1,Rejected,2026-11-26,2027-11-25,0.077,None,Long-term,Debt Refinancing
1426,2026-11-26,3052,4100581,Transfer,970104.38,GBP,1.1933,1157625.56,Corporate,Healthcare,Asia,Germany,Tokyo,883,Failed,962,Analyst,0.98,1,Approved,2026-11-27,2027-11-26,0.016,None,Long-term,Debt Refinancing
1427,2026-11-27,3898,3661637,Deposit,865206.03,USD,1.2847,1111530.19,Retail,Manufacturing,Asia,Japan,Sao Paulo,741,Failed,946,Manager,0.363,1,Approved,2026-11-28,2027-11-27,0.025,Stocks,Installment,Working Capital
1428,2026-11-28,4450,4672277,Withdrawal,601191.36,EUR,1.3265,797480.34,SME,Healthcare,Asia,Germany,New York,594,Pending,176,Analyst,0.169,1,Rejected,2026-11-29,2027-11-28,0.084,Bonds,Revolving,Debt Refinancing
1429,2026-11-29,1077,3084504,Transfer,701164.83,JPY,1.4138,991306.84,SME,Finance,Asia,Germany,Sao Paulo,368,Pending,395,Associate,0.499,0,Rejected,2026-11-30,2027-11-29,0.04,None,Short-term,Business Expansion
1430,2026-11-30,4481,4021372,Transfer,285920.6,EUR,1.3799,394541.84,Corporate,Finance,Europe,Germany,Berlin,179,Failed,318,Analyst,0.725,1,Approved,2026-12-01,2027-11-30,0.074,Bonds,Revolving,Debt Refinancing
1431,2026-12-01,3621,5854042,Withdrawal,631139.65,USD,1.4997,946520.13,SME,Manufacturing,North America,Germany,Tokyo,555,Failed,376,Analyst,0.083,0,Approved,2026-12-02,2027-12-01,0.073,Property,Long-term,Debt Refinancing
1432,2026-12-02,1131,3471378,Withdrawal,456193.9,GBP,0.7441,339453.88,SME,Finance,Europe,USA,Tokyo,398,Completed,677,Analyst,0.634,1,Pending,2026-12-03,2027-12-02,0.099,None,Installment,Debt Refinancing
1433,2026-12-03,1600,4830121,Payment,482535.32,JPY,1.2633,609586.87,SME,Healthcare,South America,Brazil,Sao Paulo,921,Completed,747,Director,0.858,0,Rejected,2026-12-04,2027-12-03,0.052,None,Short-term,Equipment Purchase
1434,2026-12-04,2772,6353912,Transfer,758018.78,EUR,1.0865,823587.4,SME,Finance,North America,Japan,Berlin,301,Failed,845,Associate,0.262,0,Pending,2026-12-05,2027-12-04,0.076,Property,Short-term,Debt Refinancing
1435,2026-12-05,2065,2353324,Transfer,282636.44,GBP,0.7612,215142.86,Retail,Finance,North America,USA,New York,602,Pending,810,Manager,0.693,0,Pending,2026-12-06,2027-12-05,0.014,Bonds,Long-term,Business Expansion
1436,2026-12-06,3136,7753008,Deposit,318721.57,EUR,1.4819,472313.49,SME,Healthcare,North America,Japan,Sao Paulo,836,Pending,365,Director,0.4,1,Pending,2026-12-07,2027-12-06,0.052,Property,Short-term,Working Capital
1437,2026-12-07,3449,7124386,Payment,924717.15,JPY,1.3979,1292662.1,Corporate,Finance,Europe,Japan,Tokyo,770,Completed,999,Associate,0.414,0,Approved,2026-12-08,2027-12-07,0.027,Property,Revolving,Working Capital
1438,2026-12-08,3343,4372455,Deposit,57168.07,EUR,0.6285,35930.13,Retail,Manufacturing,South America,USA,Berlin,815,Failed,142,Manager,0.281,1,Pending,2026-12-09,2027-12-08,0.086,Property,Long-term,Equipment Purchase
1439,2026-12-09,2863,5268173,Transfer,486148.66,EUR,0.5262,255811.42,Corporate,Healthcare,Europe,Germany,Tokyo,748,Pending,460,Manager,0.624,1,Approved,2026-12-10,2027-12-09,0.086,Property,Long-term,Business Expansion
1440,2026-12-10,2318,7034722,Deposit,912888.0,EUR,1.1883,1084784.81,Corporate,Healthcare,South America,USA,Tokyo,584,Pending,327,Manager,0.361,0,Approved,2026-12-11,2027-12-10,0.031,Bonds,Short-term,Working Capital
1441,2026-12-11,1615,8010131,Transfer,610752.64,GBP,1.1041,674331.99,Corporate,Technology,Europe,Japan,Tokyo,684,Pending,326,Associate,0.831,0,Approved,2026-12-12,2027-12-11,0.039,None,Long-term,Working Capital
1442,2026-12-12,4597,5396720,Transfer,546860.67,JPY,1.4358,785182.55,Retail,Technology,Europe,Japan,Tokyo,659,Pending,162,Manager,0.963,1,Rejected,2026-12-13,2027-12-12,0.073,Property,Installment,Debt Refinancing
1443,2026-12-13,3847,5070028,Deposit,250494.44,JPY,0.734,183862.92,Retail,Healthcare,Europe,Germany,New York,117,Completed,270,Manager,0.935,1,Pending,2026-12-14,2027-12-13,0.076,Property,Revolving,Debt Refinancing
1444,2026-12-14,4762,8951036,Deposit,343932.21,GBP,0.5844,200993.98,Retail,Healthcare,North America,USA,Berlin,577,Pending,861,Director,0.163,1,Approved,2026-12-15,2027-12-14,0.069,Stocks,Long-term,Debt Refinancing
1445,2026-12-15,4708,7869989,Withdrawal,852196.37,GBP,0.7592,646987.48,SME,Technology,Europe,Brazil,Sao Paulo,587,Pending,949,Manager,0.014,0,Rejected,2026-12-16,2027-12-15,0.1,Bonds,Installment,Equipment Purchase
1446,2026-12-16,3469,2369277,Withdrawal,559658.91,GBP,0.5189,290407.01,Corporate,Manufacturing,South America,Japan,Berlin,878,Failed,861,Analyst,0.438,1,Rejected,2026-12-17,2027-12-16,0.088,Property,Short-term,Debt Refinancing
1447,2026-12-17,2888,6522567,Withdrawal,515227.45,USD,0.5359,276110.39,Retail,Finance,South America,USA,Berlin,545,Failed,406,Director,0.729,1,Rejected,2026-12-18,2027-12-17,0.048,Stocks,Long-term,Business Expansion
1448,2026-12-18,2046,7722090,Transfer,100480.13,EUR,1.4149,142169.34,Corporate,Finance,South America,Germany,Berlin,439,Completed,849,Director,0.977,1,Approved,2026-12-19,2027-12-18,0.039,Property,Installment,Equipment Purchase
1449,2026-12-19,1574,1749971,Deposit,17012.13,EUR,0.852,14494.33,Retail,Finance,North America,Germany,Sao Paulo,630,Completed,667,Associate,0.783,1,Approved,2026-12-20,2027-12-19,0.064,Bonds,Short-term,Working Capital
1450,2026-12-20,3190,9222502,Payment,963721.5,JPY,0.9108,877757.54,Retail,Healthcare,Europe,Brazil,Berlin,711,Completed,782,Manager,0.581,1,Approved,2026-12-21,2027-12-20,0.084,Stocks,Installment,Working Capital
1451,2026-12-21,1992,8749972,Transfer,377609.18,EUR,0.5184,195752.6,Retail,Manufacturing,Europe,Japan,Sao Paulo,215,Completed,133,Analyst,0.026,1,Rejected,2026-12-22,2027-12-21,0.053,Stocks,Short-term,Business Expansion
1452,2026-12-22,3712,5460276,Payment,603609.85,USD,0.7705,465081.39,Corporate,Technology,Asia,Brazil,Sao Paulo,957,Pending,926,Analyst,0.826,1,Approved,2026-12-23,2027-12-22,0.076,Bonds,Revolving,Business Expansion
1453,2026-12-23,3192,8456688,Deposit,80635.36,GBP,1.3047,105204.95,SME,Manufacturing,North America,Brazil,New York,173,Failed,741,Manager,0.177,1,Pending,2026-12-24,2027-12-23,0.012,Stocks,Long-term,Working Capital
1454,2026-12-24,2248,5075837,Transfer,683431.17,JPY,1.1155,762367.47,Retail,Manufacturing,South America,Brazil,Tokyo,891,Pending,229,Manager,0.056,1,Approved,2026-12-25,2027-12-24,0.093,Stocks,Revolving,Business Expansion
1455,2026-12-25,4054,3233706,Payment,932634.14,JPY,1.2538,1169336.68,Retail,Finance,South America,Brazil,Sao Paulo,368,Pending,493,Associate,0.85,1,Approved,2026-12-26,2027-12-25,0.08,Property,Revolving,Business Expansion
1456,2026-12-26,1502,7094645,Payment,576089.59,EUR,0.9472,545672.06,Retail,Technology,Europe,Germany,Tokyo,736,Pending,250,Analyst,0.566,1,Pending,2026-12-27,2027-12-26,0.045,Stocks,Long-term,Business Expansion
1457,2026-12-27,2997,9874365,Withdrawal,126989.21,JPY,0.8097,102823.16,SME,Manufacturing,South America,Japan,Berlin,215,Failed,754,Director,0.129,1,Approved,2026-12-28,2027-12-27,0.045,None,Revolving,Debt Refinancing
1458,2026-12-28,1820,3054376,Withdrawal,582139.81,GBP,0.9828,572127.01,Corporate,Technology,Europe,Brazil,Tokyo,785,Completed,729,Associate,0.387,0,Approved,2026-12-29,2027-12-28,0.019,Bonds,Revolving,Working Capital
1459,2026-12-29,4687,2185111,Withdrawal,766580.87,JPY,0.8231,630972.71,Corporate,Healthcare,Europe,Japan,Tokyo,792,Completed,815,Associate,0.086,1,Approved,2026-12-30,2027-12-29,0.083,Property,Installment,Business Expansion
1460,2026-12-30,3151,5961828,Transfer,407010.12,GBP,1.339,544986.55,Corporate,Finance,Asia,Germany,Tokyo,837,Failed,483,Director,0.638,1,Approved,2026-12-31,2027-12-30,0.079,Stocks,Short-term,Business Expansion
1461,2026-12-31,4110,8732752,Deposit,879957.91,USD,0.7977,701942.42,Corporate,Technology,North America,Germany,Berlin,768,Failed,846,Associate,0.282,1,Rejected,2027-01-01,2027-12-31,0.067,None,Revolving,Debt Refinancing
1462,2027-01-01,2970,3392919,Deposit,649034.27,USD,1.1598,752749.95,Retail,Healthcare,Europe,USA,Berlin,263,Completed,116,Manager,0.866,1,Approved,2027-01-02,2028-01-01,0.019,Property,Long-term,Working Capital
1463,2027-01-02,1197,2500948,Withdrawal,899349.67,GBP,0.637,572885.74,SME,Healthcare,Europe,USA,Sao Paulo,682,Pending,693,Director,0.358,1,Pending,2027-01-03,2028-01-02,0.034,Bonds,Installment,Equipment Purchase
1464,2027-01-03,2669,7327090,Withdrawal,623881.81,EUR,1.1869,740485.32,Retail,Healthcare,Europe,Japan,Sao Paulo,321,Completed,113,Director,0.495,0,Pending,2027-01-04,2028-01-03,0.051,Stocks,Short-term,Working Capital
1465,2027-01-04,3626,5107834,Withdrawal,132156.68,JPY,1.4133,186777.04,SME,Manufacturing,Asia,USA,New York,225,Failed,180,Analyst,0.064,1,Rejected,2027-01-05,2028-01-04,0.034,Bonds,Revolving,Working Capital
1466,2027-01-05,3438,3408630,Payment,310382.02,EUR,1.1086,344089.51,Corporate,Manufacturing,Europe,Brazil,Berlin,756,Completed,306,Director,0.276,0,Approved,2027-01-06,2028-01-05,0.049,Bonds,Revolving,Working Capital
1467,2027-01-06,2202,6837196,Withdrawal,202593.15,JPY,1.0599,214728.48,SME,Finance,North America,Japan,New York,275,Completed,303,Associate,0.677,1,Pending,2027-01-07,2028-01-06,0.03,Stocks,Long-term,Debt Refinancing
1468,2027-01-07,3601,9095213,Payment,908917.67,USD,1.4611,1328019.61,Retail,Finance,North America,Germany,Berlin,763,Completed,478,Analyst,0.736,0,Rejected,2027-01-08,2028-01-07,0.041,Stocks,Revolving,Working Capital
1469,2027-01-08,2471,3702994,Deposit,760639.67,USD,1.1274,857545.16,Retail,Healthcare,South America,Germany,Tokyo,793,Failed,883,Associate,0.243,0,Approved,2027-01-09,2028-01-08,0.069,Property,Long-term,Equipment Purchase
1470,2027-01-09,4571,6919626,Transfer,676721.97,USD,0.7596,514038.01,Corporate,Finance,North America,Brazil,New York,474,Failed,643,Manager,0.504,1,Rejected,2027-01-10,2028-01-09,0.09,Bonds,Revolving,Business Expansion
1471,2027-01-10,4086,6557805,Transfer,301665.35,JPY,0.7924,239039.62,Retail,Manufacturing,South America,USA,New York,958,Completed,122,Manager,0.818,0,Approved,2027-01-11,2028-01-10,0.045,Stocks,Revolving,Working Capital
1472,2027-01-11,2646,5902444,Transfer,184860.73,USD,1.2053,222812.64,Retail,Finance,North America,Japan,New York,597,Completed,713,Analyst,0.38,0,Rejected,2027-01-12,2028-01-11,0.072,Bonds,Long-term,Debt Refinancing
1473,2027-01-12,2692,1192512,Transfer,756694.64,USD,1.2354,934820.56,SME,Technology,South America,Japan,Berlin,184,Pending,261,Analyst,0.134,1,Rejected,2027-01-13,2028-01-12,0.022,Stocks,Short-term,Working Capital
1474,2027-01-13,2312,4714379,Payment,474683.79,USD,0.8035,381408.43,Retail,Manufacturing,Europe,Brazil,Sao Paulo,975,Pending,709,Associate,0.432,0,Pending,2027-01-14,2028-01-13,0.059,Bonds,Installment,Working Capital
1475,2027-01-14,3035,6845447,Payment,226563.76,USD,0.8453,191514.35,Corporate,Healthcare,Asia,USA,New York,482,Completed,243,Manager,0.601,0,Pending,2027-01-15,2028-01-14,0.093,Property,Long-term,Equipment Purchase
1476,2027-01-15,1477,2549420,Withdrawal,617005.36,EUR,1.4911,920016.69,Corporate,Healthcare,Asia,Japan,Sao Paulo,732,Failed,203,Analyst,0.007,0,Rejected,2027-01-16,2028-01-15,0.013,Bonds,Short-term,Equipment Purchase
1477,2027-01-16,2254,4345647,Payment,41293.52,USD,0.602,24858.7,Retail,Finance,Asia,Brazil,Berlin,740,Pending,481,Manager,0.349,1,Approved,2027-01-17,2028-01-16,0.034,Stocks,Short-term,Debt Refinancing
1478,2027-01-17,1922,9312934,Withdrawal,326844.08,USD,0.9046,295663.15,Corporate,Manufacturing,Europe,Japan,New York,562,Completed,554,Manager,0.607,1,Approved,2027-01-18,2028-01-17,0.022,None,Long-term,Debt Refinancing
1479,2027-01-18,1419,4900379,Withdrawal,469088.44,EUR,0.5624,263815.34,SME,Healthcare,Asia,Germany,Berlin,550,Pending,516,Manager,0.952,1,Approved,2027-01-19,2028-01-18,0.058,Property,Installment,Debt Refinancing
1480,2027-01-19,3204,4804409,Transfer,148810.38,EUR,1.3211,196593.39,SME,Healthcare,North America,Japan,Sao Paulo,617,Pending,423,Associate,0.409,1,Approved,2027-01-20,2028-01-19,0.071,Property,Long-term,Debt Refinancing
1481,2027-01-20,3597,7722055,Payment,984669.82,JPY,0.5923,583219.93,Retail,Manufacturing,South America,Japan,Sao Paulo,945,Pending,270,Associate,0.163,0,Approved,2027-01-21,2028-01-20,0.015,None,Revolving,Debt Refinancing
1482,2027-01-21,4512,2520982,Payment,209888.27,GBP,1.174,246408.83,Retail,Manufacturing,Europe,Japan,New York,794,Failed,675,Manager,0.534,1,Pending,2027-01-22,2028-01-21,0.016,Stocks,Revolving,Business Expansion
1483,2027-01-22,2120,7281646,Withdrawal,131222.78,USD,0.5565,73025.48,SME,Healthcare,Asia,USA,Sao Paulo,649,Completed,855,Manager,0.286,0,Rejected,2027-01-23,2028-01-22,0.088,Property,Short-term,Business Expansion
1484,2027-01-23,4068,4998422,Withdrawal,204331.34,USD,1.1729,239660.23,Corporate,Finance,North America,USA,Tokyo,215,Failed,682,Manager,0.215,1,Pending,2027-01-24,2028-01-23,0.051,None,Revolving,Debt Refinancing
1485,2027-01-24,4044,7426288,Deposit,769292.07,USD,1.343,1033159.25,Retail,Finance,North America,Brazil,Tokyo,713,Failed,373,Director,0.59,1,Approved,2027-01-25,2028-01-24,0.052,None,Installment,Debt Refinancing
1486,2027-01-25,4482,3164563,Deposit,426080.15,JPY,0.8988,382960.84,Retail,Finance,Europe,USA,New York,107,Pending,551,Director,0.916,0,Rejected,2027-01-26,2028-01-25,0.095,Bonds,Long-term,Business Expansion
1487,2027-01-26,1950,6181377,Withdrawal,565850.52,USD,1.0221,578355.82,Corporate,Technology,Europe,Japan,Berlin,317,Completed,980,Associate,0.835,0,Approved,2027-01-27,2028-01-26,0.039,Bonds,Installment,Equipment Purchase
1488,2027-01-27,3336,6281091,Deposit,21988.15,GBP,0.9015,19822.32,Retail,Manufacturing,Asia,Japan,Berlin,818,Pending,224,Manager,0.182,1,Approved,2027-01-28,2028-01-27,0.091,Stocks,Short-term,Business Expansion
1489,2027-01-28,2277,5408285,Deposit,35396.88,EUR,0.8005,28335.2,Corporate,Healthcare,South America,USA,Berlin,689,Failed,482,Director,0.766,1,Rejected,2027-01-29,2028-01-28,0.098,None,Revolving,Debt Refinancing
1490,2027-01-29,3243,9012369,Withdrawal,446379.72,JPY,1.3033,581766.69,Corporate,Technology,Asia,USA,Tokyo,979,Failed,416,Analyst,0.23,1,Approved,2027-01-30,2028-01-29,0.032,Bonds,Revolving,Equipment Purchase
1491,2027-01-30,3645,5204955,Withdrawal,816838.59,EUR,0.772,630599.39,Corporate,Finance,Asia,Japan,Sao Paulo,503,Completed,942,Analyst,0.291,1,Pending,2027-01-31,2028-01-30,0.056,Stocks,Long-term,Debt Refinancing
1492,2027-01-31,2857,6059667,Payment,885353.64,USD,1.2229,1082698.97,Corporate,Technology,Europe,Japan,Tokyo,666,Failed,206,Manager,0.92,1,Pending,2027-02-01,2028-01-31,0.058,Property,Installment,Working Capital
1493,2027-02-01,4593,9090736,Withdrawal,87619.86,USD,0.7062,61877.15,Corporate,Healthcare,Asia,Germany,Sao Paulo,403,Failed,759,Director,0.911,0,Pending,2027-02-02,2028-02-01,0.088,Bonds,Installment,Equipment Purchase
1494,2027-02-02,1516,3985696,Withdrawal,538824.74,USD,0.7499,404064.67,SME,Healthcare,Asia,Brazil,Tokyo,566,Completed,562,Analyst,0.169,1,Approved,2027-02-03,2028-02-02,0.037,Stocks,Long-term,Debt Refinancing
1495,2027-02-03,2658,9143179,Transfer,913316.46,GBP,0.8365,763989.22,Corporate,Manufacturing,South America,USA,Berlin,839,Pending,529,Associate,0.064,0,Pending,2027-02-04,2028-02-03,0.082,Bonds,Revolving,Business Expansion
1496,2027-02-04,2865,9826233,Payment,388584.78,GBP,1.0892,423246.54,SME,Finance,North America,Brazil,Berlin,187,Completed,803,Analyst,0.293,1,Approved,2027-02-05,2028-02-04,0.097,Property,Short-term,Debt Refinancing
1497,2027-02-05,3912,4301106,Payment,829736.27,JPY,0.9544,791900.3,Corporate,Finance,North America,Japan,Berlin,109,Failed,436,Associate,0.582,1,Approved,2027-02-06,2028-02-05,0.086,Property,Short-term,Business Expansion
1498,2027-02-06,2141,2372070,Payment,134561.96,EUR,1.2451,167543.1,Retail,Technology,South America,Brazil,New York,407,Completed,837,Analyst,0.877,0,Pending,2027-02-07,2028-02-06,0.092,Bonds,Long-term,Equipment Purchase
1499,2027-02-07,3853,3593726,Transfer,935459.1,USD,0.7136,667543.61,SME,Finance,North America,USA,New York,533,Pending,853,Analyst,0.119,1,Pending,2027-02-08,2028-02-07,0.074,Property,Long-term,Business Expansion
1500,2027-02-08,2932,7721308,Withdrawal,751671.89,USD,0.5107,383878.83,Retail,Technology,Asia,USA,Sao Paulo,901,Failed,595,Director,0.415,0,Approved,2027-02-09,2028-02-08,0.091,Stocks,Long-term,Equipment Purchase
1501,2027-02-09,4230,9241353,Payment,941393.06,USD,1.2766,1201782.38,Corporate,Healthcare,South America,Brazil,New York,263,Pending,461,Analyst,0.272,0,Approved,2027-02-10,2028-02-09,0.025,Bonds,Installment,Debt Refinancing
1502,2027-02-10,1814,6670706,Payment,676940.62,USD,1.3216,894644.72,Corporate,Healthcare,South America,USA,Tokyo,338,Pending,895,Analyst,0.015,1,Approved,2027-02-11,2028-02-10,0.074,Bonds,Revolving,Business Expansion
1503,2027-02-11,3275,5450252,Deposit,364040.53,GBP,0.5595,203680.68,Retail,Healthcare,Europe,Germany,Tokyo,416,Completed,531,Associate,0.788,0,Approved,2027-02-12,2028-02-11,0.076,Property,Revolving,Equipment Purchase
1504,2027-02-12,2900,9494630,Payment,938242.99,EUR,1.1109,1042294.14,Corporate,Healthcare,North America,Japan,Sao Paulo,755,Pending,774,Associate,0.813,1,Pending,2027-02-13,2028-02-12,0.05,Stocks,Long-term,Equipment Purchase
1505,2027-02-13,3263,6655635,Withdrawal,276291.21,EUR,0.8782,242638.94,Retail,Healthcare,Europe,Japan,Sao Paulo,434,Completed,619,Analyst,0.221,1,Approved,2027-02-14,2028-02-13,0.017,Bonds,Short-term,Equipment Purchase
1506,2027-02-14,3995,5975045,Withdrawal,332840.35,JPY,1.2939,430662.13,Corporate,Technology,Asia,USA,Berlin,117,Completed,958,Manager,0.151,1,Approved,2027-02-15,2028-02-14,0.066,Bonds,Installment,Working Capital
1507,2027-02-15,4767,1470529,Deposit,701107.61,GBP,1.3744,963602.3,Corporate,Healthcare,South America,Japan,New York,170,Pending,505,Analyst,0.145,1,Approved,2027-02-16,2028-02-15,0.015,Property,Long-term,Equipment Purchase
1508,2027-02-16,3062,1161445,Payment,765550.98,USD,1.351,1034259.37,SME,Technology,Asia,Germany,Berlin,274,Completed,476,Analyst,0.464,1,Approved,2027-02-17,2028-02-16,0.044,Property,Installment,Debt Refinancing
1509,2027-02-17,4228,4834242,Payment,929474.08,EUR,1.2772,1187124.29,Retail,Healthcare,North America,USA,New York,953,Completed,251,Director,0.246,1,Approved,2027-02-18,2028-02-17,0.045,Stocks,Long-term,Debt Refinancing
1510,2027-02-18,4719,7494503,Payment,205597.61,EUR,0.7691,158125.12,Corporate,Technology,Europe,Germany,New York,899,Pending,421,Analyst,0.511,1,Rejected,2027-02-19,2028-02-18,0.1,Stocks,Installment,Debt Refinancing
1511,2027-02-19,4332,1684029,Transfer,798200.04,GBP,1.3119,1047158.63,Retail,Technology,North America,Germany,Sao Paulo,910,Failed,706,Analyst,0.385,0,Rejected,2027-02-20,2028-02-19,0.037,Property,Short-term,Equipment Purchase
1512,2027-02-20,4228,6337355,Payment,738807.51,JPY,1.0335,763557.56,SME,Technology,Asia,Japan,Berlin,438,Completed,313,Associate,0.211,1,Rejected,2027-02-21,2028-02-20,0.084,Stocks,Short-term,Debt Refinancing
1513,2027-02-21,3094,9898978,Withdrawal,64730.76,JPY,0.5528,35783.16,Retail,Finance,Europe,Japan,Berlin,347,Completed,675,Associate,0.751,0,Pending,2027-02-22,2028-02-21,0.015,None,Short-term,Equipment Purchase
1514,2027-02-22,3371,7981440,Withdrawal,387835.92,USD,0.9569,371120.19,SME,Technology,North America,Brazil,New York,292,Pending,164,Associate,0.15,1,Approved,2027-02-23,2028-02-22,0.058,None,Short-term,Equipment Purchase
1515,2027-02-23,3891,4999694,Transfer,283482.69,JPY,1.4422,408838.74,Retail,Technology,Asia,Germany,New York,518,Completed,992,Associate,0.799,1,Pending,2027-02-24,2028-02-23,0.058,Property,Revolving,Equipment Purchase
1516,2027-02-24,4756,4308505,Transfer,305185.93,EUR,1.3879,423567.55,Retail,Healthcare,North America,Japan,Sao Paulo,424,Pending,369,Analyst,0.561,0,Approved,2027-02-25,2028-02-24,0.067,Bonds,Revolving,Working Capital
1517,2027-02-25,1129,9201428,Payment,982963.93,JPY,0.6023,592039.18,SME,Technology,South America,Germany,Tokyo,405,Failed,636,Manager,0.832,0,Rejected,2027-02-26,2028-02-25,0.083,Property,Installment,Business Expansion
1518,2027-02-26,4482,1208944,Deposit,643134.64,USD,1.2441,800123.81,Corporate,Technology,Europe,Brazil,Berlin,879,Failed,199,Director,0.005,0,Approved,2027-02-27,2028-02-26,0.079,Property,Long-term,Debt Refinancing
1519,2027-02-27,1094,6186686,Transfer,717958.48,EUR,1.3058,937510.18,Corporate,Manufacturing,Europe,Germany,Berlin,303,Pending,204,Director,0.749,0,Pending,2027-02-28,2028-02-27,0.078,Property,Revolving,Working Capital
1520,2027-02-28,3674,8576472,Transfer,976641.02,JPY,0.7714,753380.88,Corporate,Finance,Europe,USA,Sao Paulo,952,Failed,230,Manager,0.052,1,Pending,2027-03-01,2028-02-28,0.049,Bonds,Long-term,Debt Refinancing
1521,2027-03-01,3802,2361303,Payment,377824.58,JPY,0.9716,367094.36,Retail,Manufacturing,South America,Brazil,Sao Paulo,222,Pending,488,Manager,0.95,1,Approved,2027-03-02,2028-02-29,0.075,None,Installment,Working Capital
1522,2027-03-02,2955,5201765,Payment,802038.33,GBP,1.211,971268.42,Retail,Healthcare,Europe,Brazil,Berlin,669,Completed,420,Director,0.703,0,Pending,2027-03-03,2028-03-01,0.054,Stocks,Long-term,Business Expansion
1523,2027-03-03,4363,8964443,Transfer,435096.43,USD,0.939,408555.55,Corporate,Finance,South America,Germany,Berlin,950,Failed,537,Analyst,0.32,1,Rejected,2027-03-04,2028-03-02,0.016,None,Short-term,Business Expansion
1524,2027-03-04,1793,3894100,Deposit,869664.14,JPY,0.6128,532930.18,Retail,Finance,Europe,Germany,New York,546,Completed,118,Director,0.32,0,Approved,2027-03-05,2028-03-03,0.09,Stocks,Short-term,Business Expansion
1525,2027-03-05,2834,5666805,Transfer,181476.88,GBP,1.2059,218842.97,Retail,Manufacturing,North America,Japan,Tokyo,812,Completed,324,Manager,0.861,0,Rejected,2027-03-06,2028-03-04,0.09,Stocks,Revolving,Business Expansion
